kota,kecamatan,kelurahan,isJakarta,deskripsi
Purbalingga,Kaligondang,Kaligondang,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Kembaran Wetan,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Lamongan,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Penolih,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Pagerandong,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Pangempon,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Rajawana,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Selakambang,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Selanegara,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Sempor Lor,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Sidareja,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Slinga,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kaligondang,Tejasari,false,"Wilayah timur Purbalingga dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Purbalingga,Kalimanah,Blater,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Grecol,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Jompo,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Kalimanah Kulon,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Kalimanah Wetan,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Karangsari,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Karangpetir,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Klampok,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Krandegan,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Manduraga,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Mewek,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Selabaya,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Kalimanah,Sidakangen,false,Kawasan penyangga perkotaan Purbalingga dengan aktivitas usaha dan pemukiman padat.
Purbalingga,Karanganyar,Banjarkerta,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Brakas,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Jingkang,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Jatisaba,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Kalijaran,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Karanganyar,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Karanggedang,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Karangpucung,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Lawangreja,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Maribaya,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Ponjen,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karanganyar,Sokanegara,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Karangjambu,Danaraja,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Purbalingga,Karangjambu,Gandatapa,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Purbalingga,Karangjambu,Jingkang,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Purbalingga,Karangjambu,Karangjambu,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Purbalingga,Karangjambu,Purbasari,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Purbalingga,Karangjambu,Sanguwatang,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Purbalingga,Karangjambu,Srisaba,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Purbalingga,Karangmoncol,Baleraksa,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Grantung,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Gandasuli,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Karangsari,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Kramat,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Pekiringan,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Pepedan,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Rajawana,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Sirau,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangmoncol,Tunjungmuli,false,Wilayah timur laut Purbalingga dengan aktivitas pertanian dan perdagangan desa.
Purbalingga,Karangreja,Gondang,false,Kawasan lereng Gunung Slamet dengan aktivitas pertanian dan wisata alam.
Purbalingga,Karangreja,Jingkang,false,Kawasan lereng Gunung Slamet dengan aktivitas pertanian dan wisata alam.
Purbalingga,Karangreja,Karangreja,false,Kawasan lereng Gunung Slamet dengan aktivitas pertanian dan wisata alam.
Purbalingga,Karangreja,Kutabawa,false,Kawasan lereng Gunung Slamet dengan aktivitas pertanian dan wisata alam.
Purbalingga,Karangreja,Serang,false,Kawasan lereng Gunung Slamet dengan aktivitas pertanian dan wisata alam.
Purbalingga,Karangreja,Siwarak,false,Kawasan lereng Gunung Slamet dengan aktivitas pertanian dan wisata alam.
Purbalingga,Karangreja,Tlahab Lor,false,Kawasan lereng Gunung Slamet dengan aktivitas pertanian dan wisata alam.
Purbalingga,Kejobong,Bandingan,false,Wilayah timur Purbalingga dengan pemukiman dan aktivitas ekonomi masyarakat.
Purbalingga,Kejobong,Gumiwang,false,Wilayah timur Purbalingga dengan pemukiman dan aktivitas ekonomi masyarakat.
Purbalingga,Kejobong,Kedarpan,false,Wilayah timur Purbalingga dengan pemukiman dan aktivitas ekonomi masyarakat.
Purbalingga,Kejobong,Kejobong,false,Wilayah timur Purbalingga dengan pemukiman dan aktivitas ekonomi masyarakat.
Purbalingga,Kejobong,Krenceng,false,Wilayah timur Purbalingga dengan pemukiman dan aktivitas ekonomi masyarakat.
Purbalingga,Kejobong,Langgar,false,Wilayah timur Purbalingga dengan pemukiman dan aktivitas ekonomi masyarakat.
Purbalingga,Kejobong,Pangempon,false,Wilayah timur Purbalingga dengan pemukiman dan aktivitas ekonomi masyarakat.
Purbalingga,Kejobong,Sokanegara,false,Wilayah timur Purbalingga dengan pemukiman dan aktivitas ekonomi masyarakat.
Purbalingga,Kemangkon,Bakulan,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Bokol,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Gambarsari,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Jetis,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Kemangkon,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Kedunglegok,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Majasem,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Majasari,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Muntang,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Panican,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Pelumutan,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Senon,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Sumilir,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kemangkon,Toyareka,false,"Wilayah selatan Purbalingga dengan aktivitas pertanian, perdagangan, dan jasa."
Purbalingga,Kertanegara,Adikarsa,false,Wilayah perbukitan timur laut Purbalingga dengan aktivitas pertanian dan usaha lokal.
Purbalingga,Kertanegara,Condong,false,Wilayah perbukitan timur laut Purbalingga dengan aktivitas pertanian dan usaha lokal.
Purbalingga,Kertanegara,Darma,false,Wilayah perbukitan timur laut Purbalingga dengan aktivitas pertanian dan usaha lokal.
Purbalingga,Kertanegara,Karangasem,false,Wilayah perbukitan timur laut Purbalingga dengan aktivitas pertanian dan usaha lokal.
Purbalingga,Kertanegara,Karangtengah,false,Wilayah perbukitan timur laut Purbalingga dengan aktivitas pertanian dan usaha lokal.
Purbalingga,Kertanegara,Kertanegara,false,Wilayah perbukitan timur laut Purbalingga dengan aktivitas pertanian dan usaha lokal.
Purbalingga,Kertanegara,Langkap,false,Wilayah perbukitan timur laut Purbalingga dengan aktivitas pertanian dan usaha lokal.
Purbalingga,Kertanegara,Margasana,false,Wilayah perbukitan timur laut Purbalingga dengan aktivitas pertanian dan usaha lokal.
Purbalingga,Kutasari,Candinata,false,"Wilayah barat laut Purbalingga dengan pemukiman, pertanian, dan usaha masyarakat."
Purbalingga,Kutasari,Cendana,false,"Wilayah barat laut Purbalingga dengan pemukiman, pertanian, dan usaha masyarakat."
Purbalingga,Kutasari,Karangcegak,false,"Wilayah barat laut Purbalingga dengan pemukiman, pertanian, dan usaha masyarakat."
Purbalingga,Kutasari,Karangjengkol,false,"Wilayah barat laut Purbalingga dengan pemukiman, pertanian, dan usaha masyarakat."
Purbalingga,Kutasari,Kutasari,false,"Wilayah barat laut Purbalingga dengan pemukiman, pertanian, dan usaha masyarakat."
Purbalingga,Kutasari,Limbangan,false,"Wilayah barat laut Purbalingga dengan pemukiman, pertanian, dan usaha masyarakat."
Purbalingga,Kutasari,Munthuk,false,"Wilayah barat laut Purbalingga dengan pemukiman, pertanian, dan usaha masyarakat."
Purbalingga,Kutasari,Sumingkir,false,"Wilayah barat laut Purbalingga dengan pemukiman, pertanian, dan usaha masyarakat."
Purbalingga,Mrebet,Binangun,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Campakoah,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Karangnangka,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Kradenan,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Leran,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Mangunegara,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Mrebet,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Onje,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Pagerandong,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Pengalusan,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Serayu Larangan,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Sindang,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Tangkisan,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Mrebet,Tlahab Kidul,false,"Wilayah barat Purbalingga dengan kawasan pemukiman, pertanian, dan usaha lokal."
Purbalingga,Padamara,Bojongsari,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Darmakradenan,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Jatisaba,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Karangjambe,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Karangpule,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Kebumen,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Padamara,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Prigi,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Purbayasa,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Sokawera,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Padamara,Wadungasri,false,Kawasan penyangga kota Purbalingga dengan pemukiman dan aktivitas perdagangan.
Purbalingga,Pengadegan,Bedagas,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Pengadegan,Larangan,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Pengadegan,Pasunggingan,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Pengadegan,Pengadegan,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Pengadegan,Purbasari,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Pengadegan,Tegalpingen,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Pengadegan,Tetel,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Pengadegan,Wlahar,false,Wilayah selatan Purbalingga dengan aktivitas pertanian dan perdagangan lokal.
Purbalingga,Purbalingga,Bojongsari,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Jatisaba,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Karangsentul,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Kedungmenjangan,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Kembaran Kulon,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Kembaran Wetan,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Kandanggampang,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Purbalingga Kidul,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Purbalingga Kulon,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Purbalingga Lor,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Purbalingga,Purbalingga Wetan,false,Pusat perkotaan dan pemerintahan Kabupaten Purbalingga dengan aktivitas bisnis dan pemukiman.
Purbalingga,Rembang,Bantarbarang,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Bodas Karangjati,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Karangbawang,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Losari,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Makasar,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Panusupan,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Rembang,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Sumampir,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Tanalum,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Wanogara Kulon,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
Purbalingga,Rembang,Wanogara Wetan,false,"Wilayah utara Purbalingga dengan kawasan perbukitan, pertanian, dan aktivitas ekonomi desa."
