kota,kecamatan,kelurahan,isJakarta,deskripsi
Banjarnegara,Banjarnegara,Cendana,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Sokayasa,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Tlagawera,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Argasoka,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Karangtengah,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Krandegan,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Kutabanjarnegara,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Parakancanggah,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Semampir,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Semarang,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Sokanandi,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Banjarnegara,Wangon,false,"Pusat pemerintahan dan perkotaan Kabupaten Banjarnegara dengan aktivitas perdagangan, jasa, dan pemukiman."
Banjarnegara,Batur,Bakal,false,"Wilayah dataran tinggi Dieng dengan aktivitas pertanian, pariwisata, dan perdagangan."
Banjarnegara,Batur,Batur,false,"Wilayah dataran tinggi Dieng dengan aktivitas pertanian, pariwisata, dan perdagangan."
Banjarnegara,Batur,Dieng Kulon,false,"Wilayah dataran tinggi Dieng dengan aktivitas pertanian, pariwisata, dan perdagangan."
Banjarnegara,Batur,Karangtengah,false,"Wilayah dataran tinggi Dieng dengan aktivitas pertanian, pariwisata, dan perdagangan."
Banjarnegara,Batur,Kepakisan,false,"Wilayah dataran tinggi Dieng dengan aktivitas pertanian, pariwisata, dan perdagangan."
Banjarnegara,Batur,Pasurenan,false,"Wilayah dataran tinggi Dieng dengan aktivitas pertanian, pariwisata, dan perdagangan."
Banjarnegara,Batur,Pekasiran,false,"Wilayah dataran tinggi Dieng dengan aktivitas pertanian, pariwisata, dan perdagangan."
Banjarnegara,Batur,Sumberejo,false,"Wilayah dataran tinggi Dieng dengan aktivitas pertanian, pariwisata, dan perdagangan."
Banjarnegara,Bawang,Bandingan,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Bawang,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Binorong,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Blambangan,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Depok,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Gemuruh,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Joho,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Kebondalem,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Kutayasa,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Majalengka,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Mantrianom,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Masaran,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Pucang,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Serang,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Wanadri,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Watuurip,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Winong,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Bawang,Wiramastra,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Kalibening,Asinan,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Bedana,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Gununglangit,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Kalibening,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Kalibombong,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Kalisat Kidul,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Karang Anyar,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Kasinoman,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Kertasari,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Majatengah,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Plorengan,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Sembawa,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Sidakangen,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Sikumpul,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Sirukem,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Kalibening,Sirukun,false,Wilayah pegunungan dengan aktivitas pertanian dan perdagangan lokal.
Banjarnegara,Karangkobar,Ambal,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Binangun,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Gumelar,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Jlegong,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Karanggondang,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Krangkobar,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Leksana,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Pagerpelah,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Pasuruhan,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Paweden,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Purwodadi,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Sampang,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Karangkobar,Slatri,false,Wilayah pegunungan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Madukara,Bantarwaru,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Blitar,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Clapar,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Dawuhan,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Gununggiana,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Kaliurip,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Karanganyar,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Kutayasa,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Limbangan,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Madukara,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Pagelak,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Pakelen,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Pekauman,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Penawangan,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Petambakan,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Rakitan,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Sered,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Talunamba,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Kenteng,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Madukara,Rejasa,false,"Wilayah tengah Banjarnegara dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Mandiraja,Banjengan,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Blimbing,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Candiwulan,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Glempang,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Jalatunda,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Kaliwungu,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Kebakalan,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Kebanaran,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Kertayasa,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Mandirajakulon,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Mandirajawetan,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Panggisari,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Purwasaba,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Salamerta,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Simbang,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Mandiraja,Somawangi,false,Wilayah perdagangan dan pertanian di bagian selatan Banjarnegara.
Banjarnegara,Pagedongan,Duren,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagedongan,Gentansari,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagedongan,Gunungjati,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagedongan,Kebutuhduwur,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagedongan,Kebutuhjurang,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagedongan,Lebakwangi,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagedongan,Pagedongan,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagedongan,Pesangkalan,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagedongan,Twelagiri,false,Wilayah perbukitan dengan aktivitas pertanian dan pemukiman masyarakat.
Banjarnegara,Pagentan,Aribaya,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Babadan,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Gumingsir,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Kalitlaga,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Karangnangka,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Karekan,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Kasmaran,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Kayuares,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Larangan,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Majasari,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Metawana,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Nagasari,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Pagentan,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Plumbungan,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Sokaraja,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pagentan,Tegaljeruk,false,Wilayah pegunungan dengan aktivitas pertanian dan usaha lokal.
Banjarnegara,Pandanarum,Beji,false,Wilayah perbukitan dengan aktivitas pertanian dan perdagangan desa.
Banjarnegara,Pandanarum,Lawen,false,Wilayah perbukitan dengan aktivitas pertanian dan perdagangan desa.
Banjarnegara,Pandanarum,Pandanarum,false,Wilayah perbukitan dengan aktivitas pertanian dan perdagangan desa.
Banjarnegara,Pandanarum,Pasegeran,false,Wilayah perbukitan dengan aktivitas pertanian dan perdagangan desa.
Banjarnegara,Pandanarum,Pingit Lor,false,Wilayah perbukitan dengan aktivitas pertanian dan perdagangan desa.
Banjarnegara,Pandanarum,Pringamba,false,Wilayah perbukitan dengan aktivitas pertanian dan perdagangan desa.
Banjarnegara,Pandanarum,Sinduaji,false,Wilayah perbukitan dengan aktivitas pertanian dan perdagangan desa.
Banjarnegara,Pandanarum,Sirongge,false,Wilayah perbukitan dengan aktivitas pertanian dan perdagangan desa.
Banjarnegara,Pejawaran,Beji,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Biting,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Condong Campur,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Darmayasa,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Gembol,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Giritirta,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Grogol,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Kalilunjar,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Karangsari,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Panusupan,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Pegundungan,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Pejawaran,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Ratamba,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Sarwodadi,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Semangkung,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Sidengok,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Pejawaran,Tlahap,false,"Wilayah dataran tinggi dengan aktivitas pertanian, peternakan, dan pemukiman."
Banjarnegara,Punggelan,Badakarya,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Bondolharjo,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Danakerta,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Jembangan,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Karangsari,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Kecepit,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Klapa,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Mlaya,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Petuguran,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Punggelan,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Purwasana,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Sambong,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Sawangan,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Sidarata,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Tanjungtirta,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Tlaga,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Punggelan,Tribuana,false,"Wilayah luas dengan aktivitas pertanian, perdagangan, dan usaha masyarakat."
Banjarnegara,Purwanegara,Danaraja,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Gumiwang,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Kaliajir,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Kalipelus,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Kalitengah,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Karanganyar,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Kutawuluh,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Merden,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Mertasari,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Parakan,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Petir,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Pucungbedug,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purwanegara,Purwonegoro,false,"Wilayah selatan Banjarnegara dengan aktivitas pertanian, perdagangan, dan jasa."
Banjarnegara,Purworejo Klampok,Kalilandak,false,"Wilayah selatan dengan aktivitas perdagangan, pertanian, dan industri lokal."
Banjarnegara,Purworejo Klampok,Kalimandi,false,"Wilayah selatan dengan aktivitas perdagangan, pertanian, dan industri lokal."
Banjarnegara,Purworejo Klampok,Kaliwinasuh,false,"Wilayah selatan dengan aktivitas perdagangan, pertanian, dan industri lokal."
Banjarnegara,Purworejo Klampok,Kecitran,false,"Wilayah selatan dengan aktivitas perdagangan, pertanian, dan industri lokal."
Banjarnegara,Purworejo Klampok,Klampok,false,"Wilayah selatan dengan aktivitas perdagangan, pertanian, dan industri lokal."
Banjarnegara,Purworejo Klampok,Pagak,false,"Wilayah selatan dengan aktivitas perdagangan, pertanian, dan industri lokal."
Banjarnegara,Purworejo Klampok,Purworejo,false,"Wilayah selatan dengan aktivitas perdagangan, pertanian, dan industri lokal."
Banjarnegara,Purworejo Klampok,Sirkandi,false,"Wilayah selatan dengan aktivitas perdagangan, pertanian, dan industri lokal."
Banjarnegara,Rakit,Adipasir,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Badamita,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Bandingan,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Gelang,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Kincang,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Lengkong,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Luwung,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Pingit,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Rakit,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Situwangi,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Rakit,Tanjunganom,false,"Wilayah tengah dengan aktivitas pertanian, perdagangan, dan pemukiman."
Banjarnegara,Sigaluh,Bandingan,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
Banjarnegara,Sigaluh,Bojanegara,false,Wilayah lembah dan perbukitan dengan aktivitas pertanian dan perdagangan.
